Title,Location,Country,Experience,Sequence,Code,JobID,Apply Link
Delivery Project Lead,New York,USA,7 - 10 Years,390397,305350,305350,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305350
Delivery Project Lead,New York,USA,7 - 10 Years,390396,305396,305396,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305396
Delivery Project Lead,New York,USA,7 - 10 Years,390395,305395,305395,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305395
Delivery Project Lead,New York,USA,7 - 10 Years,390394,305462,305462,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305462
Delivery Project Lead,New York,USA,7 - 10 Years,390393,305469,305469,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305469
Delivery Project Lead,New York,USA,7 - 10 Years,390392,305468,305468,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305468
Delivery Project Lead,New York,USA,7 - 10 Years,390391,305467,305467,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305467
Delivery Project Lead,New York,USA,7 - 10 Years,390390,305466,305466,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305466
Delivery Project Lead,New York,USA,7 - 10 Years,390389,305475,305475,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305475
Delivery Project Lead,New York,USA,7 - 10 Years,390388,305477,305477,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305477
Delivery Project Lead,New York,USA,7 - 10 Years,390387,305476,305476,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305476
Delivery Project Lead,New York,USA,7 - 10 Years,390386,305472,305472,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305472
Delivery Project Lead,New York,USA,7 - 10 Years,390385,305456,305456,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305456
Delivery Project Lead,New York,USA,7 - 10 Years,390384,305382,305382,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305382
Delivery Project Lead,New York,USA,7 - 10 Years,390383,305379,305379,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305379
Delivery Project Lead,New York,USA,7 - 10 Years,390382,305371,305371,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305371
Contractor-06,San Francisco,USA,7 - 10 Years,390317,305756,305756,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305756
Group Manager,"Toronto,  Canada",CAN,12 - 18 Years,390185,306786,306786,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/306786
Associate - Service Desk,Wisconsin,USA,0 - 3 Years,390173,305703,305703,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305703
Associate - Service Desk,Wisconsin,USA,0 - 3 Years,390172,306748,306748,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/306748
Associate Practice Mgr,California,USA,12 - 18 Years,390167,305129,305129,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305129
Senior Project Manager,California,USA,12 - 18 Years,390166,305131,305131,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305131
Contractor-04,New York,USA,3 - 6 Years,390065,306676,306676,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/306676
Contractor-07,"Toronto,  Canada",CAN,9 - 13 Years,389974,305962,305962,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305962
Delivery Module Lead,Massachusetts,USA,5 - 8 Years,389973,305234,305234,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305234
Principal Infrastr Eng,Bangalore,IND,5 - 8 Years,389744,305953,305953,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305953
Software Engineer -Systems,Delaware,USA,2 - 4 Years,389692,305952,305952,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305952
Software Engineer -Systems,Delaware,USA,2 - 4 Years,389691,305951,305951,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305951
Senior Software Engg - Systems,Delaware,USA,3 - 6 Years,389672,305943,305943,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305943
Senior Software Engg - Systems,Delaware,USA,3 - 6 Years,389632,305942,305942,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305942
Senior Software Engg - Systems,Delaware,USA,3 - 6 Years,389625,305941,305941,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305941
Module Lead  - Systems,Delaware,USA,5 - 8 Years,389620,305938,305938,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305938
Module Lead  - Systems,Delaware,USA,5 - 8 Years,389609,305937,305937,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305937
Module Lead  - Systems,Delaware,USA,5 - 8 Years,389607,305936,305936,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305936
Project Lead -  Systems,Delaware,USA,7 - 10 Years,389597,305935,305935,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305935
Project Lead -  Systems,Delaware,USA,7 - 10 Years,389595,305934,305934,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305934
Project Lead -  Systems,Delaware,USA,7 - 10 Years,389589,305895,305895,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305895
Senior Software Engg - Systems,New York,USA,3 - 6 Years,389582,305770,305770,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305770
Software Engineer -Systems,New York,USA,2 - 4 Years,389578,305769,305769,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305769
Project Lead -  Systems,New York,USA,7 - 10 Years,389568,305765,305765,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305765
Module Lead  - Systems,New York,USA,5 - 8 Years,389560,305764,305764,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305764
Proj Lead-Testing Practice,Noida,IND,7 - 10 Years,389405,305248,305248,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305248
Delivery Module Lead,San Francisco,USA,5 - 8 Years,389339,303674,303674,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/303674
Module Lead  - Systems,San Francisco,USA,5 - 8 Years,389336,305670,305670,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305670
Project Lead -  Systems,New York,USA,7 - 10 Years,389157,305329,305329,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305329
Module Lead  - Systems,New York,USA,5 - 8 Years,389152,304924,304924,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304924
Architect,New York,USA,10 - 14 Years,389150,303611,303611,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/303611
Architect,New York,USA,10 - 14 Years,389149,303608,303608,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/303608
Architect,New York,USA,10 - 14 Years,389148,303607,303607,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/303607
Architect,New York,USA,10 - 14 Years,389147,303451,303451,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/303451
Project Lead -  Systems,New York,USA,7 - 10 Years,389135,305598,305598,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305598
Contractor-03,New York,USA,2 - 4 Years,389114,305299,305299,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305299
Lead Infrastr Engineer,San Francisco,USA,3 - 6 Years,389100,305692,305692,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305692
Contractor-03,Texas,USA,2 - 4 Years,388685,305539,305539,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305539
Contractor-03,Texas,USA,2 - 4 Years,388684,305553,305553,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305553
QA Engineer,"Toronto,  Canada",CAN,3 - 6 Years,388609,302118,302118,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/302118
Delivery Project Lead,New York,USA,7 - 10 Years,388607,305282,305282,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305282
Delivery Project Lead,New York,USA,7 - 10 Years,388606,305281,305281,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305281
Delivery Project Lead,New York,USA,7 - 10 Years,388605,305280,305280,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305280
Delivery Project Lead,New York,USA,7 - 10 Years,388604,305279,305279,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305279
Contractor-06,New York,USA,7 - 10 Years,388601,302943,302943,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/302943
Contractor-05,Massachusetts,USA,5 - 8 Years,388589,305385,305385,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305385
Delivery Module Lead,Colorado,USA,5 - 8 Years,388495,305523,305523,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305523
Delivery Project Lead,Texas,USA,7 - 10 Years,388492,305301,305301,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305301
Infrastructure Servcs Mgr,New York,USA,10 - 14 Years,388486,305048,305048,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305048
Technical Support Engineer -SD,Bangalore,IND,0 - 2 Years,388464,305559,305559,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305559
Technical Support Engineer -SD,Pune,IND,0 - 2 Years,388462,305561,305561,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305561
Contractor-03,New York,USA,2 - 4 Years,388374,305515,305515,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305515
Delv Software Engineer,New York,USA,2 - 4 Years,388355,305033,305033,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305033
Senior Software Engg - Systems,Billancourt.,FRA,3 - 6 Years,388304,305488,305488,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305488
Module Lead  - Systems,Colorado,USA,5 - 8 Years,388004,305142,305142,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305142
Module Lead  - Systems,Colorado,USA,5 - 8 Years,388003,305143,305143,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305143
Architect,Colorado,USA,10 - 14 Years,388002,305138,305138,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305138
Module Lead  - Systems,Colorado,USA,5 - 8 Years,388001,305136,305136,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305136
Module Lead  - Systems,Colorado,USA,5 - 8 Years,388000,305137,305137,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305137
Architect,Colorado,USA,10 - 14 Years,387999,305134,305134,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305134
Delivery Module Lead,New York,USA,5 - 8 Years,387998,305036,305036,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305036
Delivery Module Lead,New York,USA,5 - 8 Years,387997,305249,305249,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305249
Project Lead -  Systems,Texas,USA,7 - 10 Years,387993,304905,304905,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304905
Group Manager - Systems,Texas,USA,12 - 18 Years,387964,304907,304907,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304907
Contractor-03,New York,USA,2 - 4 Years,387267,305298,305298,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305298
Contractor-03,New York,USA,2 - 4 Years,387266,305297,305297,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305297
Delivery Module Lead,North Carolina,USA,5 - 8 Years,387262,305401,305401,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305401
Contractor-06,New York,USA,7 - 10 Years,386947,305308,305308,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305308
Contractor-06,Ohio,USA,7 - 10 Years,386941,305130,305130,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305130
Senior Software Engineer,San Francisco,USA,3 - 6 Years,386850,304996,304996,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304996
Senior Software Engineer,San Francisco,USA,3 - 6 Years,386848,304706,304706,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304706
Senior Software Engineer,San Francisco,USA,3 - 6 Years,386847,304705,304705,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304705
Senior Software Engineer,San Francisco,USA,3 - 6 Years,386846,304704,304704,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304704
Senior Software Engineer,San Francisco,USA,3 - 6 Years,386845,304703,304703,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304703
Senior Software Engineer,San Francisco,USA,3 - 6 Years,386844,304702,304702,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304702
Assistant  Manager,Texas,USA,7 - 10 Years,386828,304871,304871,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304871
Delivery Module Lead,Colorado,USA,5 - 8 Years,386823,304277,304277,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304277
Contractor-05,Texas,USA,5 - 8 Years,386818,305004,305004,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305004
ERP Consultant,New York,USA,3 - 6 Years,386782,302857,302857,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/302857
ERP Consultant,New York,USA,3 - 6 Years,386781,302858,302858,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/302858
Contractor-06,Tennessee,USA,7 - 10 Years,386776,304474,304474,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304474
Endpoint Engineer - Mac OS,New York,USA,5 - 8 Years,386694,305012,305012,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305012
Endpoint Engineer - IOS,New York,USA,5 - 8 Years,386690,305010,305010,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305010
Architect,"Toronto,  Canada",CAN,9 - 13 Years,386623,305027,305027,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305027
Principal Infrastr Eng,Bangalore,IND,5 - 8 Years,386613,304909,304909,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304909
Senior Business Analyst,New York,USA,10 - 14 Years,386607,299991,299991,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/299991
Senior Business Analyst,New York,USA,10 - 14 Years,386606,299976,299976,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/299976
Project Lead -  Systems,Texas,USA,7 - 10 Years,386568,305121,305121,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305121
Project Lead -  Systems,Texas,USA,7 - 10 Years,386567,305122,305122,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/305122
Delivery Module Lead,New York,USA,5 - 8 Years,386562,304210,304210,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304210
Contractor-06,New York,USA,7 - 10 Years,386421,304733,304733,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304733
Service Owner - 304942,Lockleys,AUS,4 - 8 Years,386177,304942,304942,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304942
Scrum Master - 304937,Lockleys,AUS,4 - 8 Years,386173,304937,304937,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304937
Associate Software Engineer,Iowa,USA,0 - 3 Years,386141,304166,304166,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304166
Contractor-03,California,USA,2 - 4 Years,386054,304883,304883,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304883
Contractor-03,Texas,USA,2 - 4 Years,385918,304861,304861,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304861
Module Lead  - Systems,New York,USA,5 - 8 Years,385917,304881,304881,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304881
DevOps Automation Engr (DAE)II,New York,USA,5 - 8 Years,385904,304449,304449,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304449
Architect,New York,USA,10 - 14 Years,385783,303946,303946,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/303946
Architect,New York,USA,10 - 14 Years,385782,303945,303945,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/303945
Product Manager,San Francisco,USA,10 - 14 Years,385776,304709,304709,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304709
Technical Architect,San Francisco,USA,7 - 10 Years,385768,304708,304708,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304708
Delivery Project Lead,New York,USA,7 - 10 Years,385743,304386,304386,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304386
Module Lead  - Systems,New York,USA,5 - 8 Years,385732,304695,304695,https://mphasis.ripplehire.com/candidate/?token=ty4DfyWddnOrtpclQeia&source=CAREERSITE#detail/job/304695
